,text,selected_text,label
1298, What have you done to me! sheesh.,"have done, sheesh",0
1299, hahahaha wtf dianne????? who twitters that lol...i guess it varies depending on the individual......,"hahahaha wtf, that lol, varies depending, individual",0
1300,With best friend _chrissy22 relieved she removed that canine from this place lol my stomach aches.,"relieved, removed, stomach aches",0
1301,_123 i am unable to rest. text is a restatement of the given REFERENCE.,unable to rest,0
1302,"Head is throbbing.  Not particularly throbbing, more like tapping I guess.  Time for assignments..","throbbing, tapping, assignments",0
1303, my heart just shattered a bit ... and by a bit i mean a great deal. text is a rephrasing of the provided REFERENCE.,"shattered a bit, a great deal",0
1304,"i'm off to bed, feeling unwell and angry nighty night tweeples ****","off to bed, unwell, angry",0
1305,I`ve been suffering from a sore throat since Monday morning ... I`m just tired of the pain and I need some darn sleep!,"suffering, sore throat, tired, pain, need, sleep",0
1306, OMG are u still nude 1313 XDD omg i long for you so much. text is a restatement of the given REFERENCE.,"nude, long for",0
1307,ugly women always demand to create hideous expressions! ugh!,"ugly, demand, hideous, expressions, ugh",0
1308,Is there an issue with the web in Chelmsford? My television on demand isn't functioning properly and my internet is EXTREMELY sluggish.,"issue, malfunctioning, slow",0
1309,"why are u feeling ****? Anxiety? I stumbled over that plastic telescope at 6:40 am yesty, I hit the wall, my head is still aching.","Anxiety, stumbled, plastic telescope, hit, wall, aching",0
1310,"I yearn for my dearest companion, Shirley, She departed to France for the summer I yearn for you Shirley!!!!","yearn, dearest companion, departed, yearn",0
1311," Why am I allowed to enter Canada, but I can't? This is outrageous!!! (Seriously, I'm prohibited from crossing the border!).","prohibited, outrageous",0
1312,@_enzo blech... thats a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major losses.,"fail, major losses",0
1313,Is it unfortunate that I`m slightly melancholy it was the final day of school? I am so prepared to be finished with it...but bidding farewell is difficult..,"unfortunate, melancholy, prepared, finished, bidding farewell, difficult",0
1314," I don`t believe I am, my siblings declining to purchase a pass for me now. What are your plans for the upcoming week?","don't believe, declining, purchase, pass",0
1315,"Bitten to blood by my cat, en route for a rabies vaccine. Requires 7 injections over 2 months. Never washing my cats at home again, they despise water.","Bitten, blood, rabies vaccine, injections, despise",0
1316,"Installed office for Mac & ruined all my fonts on safari, **** on a stick! assistance! unable to read the solutions online #badmicrosoft.","ruined, fonts, **** on a stick, unable, badmicrosoft",0
1317,to avoid spending the weekend...to skip the weekend.....that is the dilemma that troubles me....,"avoid, skip, trouble",0
1318,I`m bored now. The day has passed fast. I dislike it!,"bored, passed fast, dislike",0
1319, **** no dublin. text:  I`m disenchanted in Dublin. selected_text: disenchanted,disenchanted,0
1320, Not all of them on the east coast will be missed by you and everyone else! Paraphrasing and restructuring the text: You`ll be missing mine and everybody else`s on the east coast!!!!!,"missing, missed, negative",0
1321,Roxie is feeling unwell http://apps.facebook.com/dogbook/profile/view/6878284.,unwell,0
1322,"boredddddddd, work tomorrow.. and sunday. i hate clarks.","boredddddddd, hate",0
1323, daaammmnnnnn I do wish I was there..,wish,0
1324,Sneezing causes pain in my back..,pain,0
1325, lol cnt its too slow.,too slow,0
1326,webcam still refuses to function evil things..,"refuses to function, evil things",0
1327,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months.,"bad days, Migraine, neck surgery",0
1328,Can today go any slower? Time is just dragging by..,"go any slower, dragging by",0
1329,crybaby. Janes Joplin what's this? MunSay music. but I don't know wich **** day I am today.,"crybaby, what's this, don't know, **** day",0
1330,Just received Dailybooth and uncertain how to manage. It`s perplexing!,"uncertain how to manage, perplexing",0
1331,"it`s nto as good. text is an imitation of the provided REFERENCE. selected_text: imitation, provided, REFERENCE, sentiment: negative","imitation, provided, REFERENCE",0
1332, Rude.. text is a paraphrase of the given REFERENCE.,"Rude, paraphrase, negative",0
1333,Mourning Venus` Third Round Loss..... text is a paraphrase of the given REFERENCE.,Mourning Venus` Third Round Loss,0
1334," so regretful to learn about that. I misplaced two hard disks this year, I understand the sensation.","regretful, misplaced, understand the sensation",0
1335,oh dear  not fun,"dear, not fun",0
1336, indeed! I`m crumbling in front of my eyes.,"indeed, crumbling",0
1337, You poor soul  Hold on. -****- luf joe.,"poor soul, Hold on",0
1338,my cranium is aching...,cranium is aching,0
1339, I really must invest in an elliptical apparatus... Jogging with shin splints is awful!!,"invest, elliptical apparatus, shin splints, awful",0
1340,"just undertook my closest companion of 13 years, How well you are familiar with Katie Outzen test and flopped, how does that occur? its simply so miserable!","undertook, closest companion, flopped, miserable",0
1341,Still awake can`t drift off I'm not even a bit drowsy.,"Still awake, can't drift off, not even a bit drowsy",0
1342, I`m Back and I see I missed Truck and Fish on . I regret not catching Truck and Fish. ,"missed, regret, not catching",0
1343," Darn me as well! It`s merely a 4 hour journey! Unfortunately, it`s my daughter's first birthday celebration that is organized by Donnie.","Darn, 4 hour journey, daughter's first birthday celebration, organized by Donnie",0
1344, Really fatigued this sunday morn ****,"fatigued, sunday morn",0
1345,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?","Spyed Princess Anne, listented, cooking up the perfect evening, Working sucks, OB",0
1346," I feel unusually queasy all of a sudden, as if my stomach wasn't prepared to resume peristalsis after the occurrences of two nights prior.","queasy, unusually queasy, wasn't prepared, occurrences of two nights prior",0
1347," Apologies, I am unable to participate in paintballing tonight and there are no quality films showing.","Apologies, unable to participate, no quality films",0
1348,"Steve makes fruit smoothies for me each day & they are berry delicious, I made mine today & it was berry, berry bad.","fruit smoothies, each day, berry delicious, berry, berry bad",0
1349,"I swear, currently my canine is experiencing anxiety problems..",currently my canine is experiencing anxiety problems,0
1350,putting God as first in his life is the most challenging aspect of being a Christian. I require assistance...,"challenging, most challenging, require assistance",0
1351,My posterior is in agony...very unpleasant.,"posterior, agony, very unpleasant",0
1352,binstruct is affected by an upgrade of the mib bundle... and the creator of that bundle is away on vacation.,"affected by an upgrade, creator is away on vacation",0
1353,Have an ENORMOUS migraine... lack asprin at workplace..,"ENORMOUS migraine, lack asprin, workplace",0
1354, YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,"THANK GOD IM HOME, suekd, kicked out of a church",0
1355," With a significant amount of pressure, despite that and providing for two large families he never gave up smoking and passed away from lung cancer at 51.","significant amount of pressure, never gave up smoking, passed away from lung cancer",0
1356,is experiencing a terrible day... I haven't had a pleasant week at all!!,"experiencing a terrible day, haven't had a pleasant week",0
1357,I`m contemplating lunch at Shane`s. I believe. I can already hear individuals complaining about it....,"contemplating lunch at Shane`s, individuals complaining",0
1358,Big Sam Houston is insufficient to conquer the obstacles of mobile-vehicle-iphone photography http://yfrog.com/0xhu5j.,"insufficient, conquer the obstacles, mobile-vehicle-iphone photography",0
1359,apparently it`s starwars day today I enjoy this . Regret I have revision though..,"regret, have revision",0
1360, I desire y`all...sadly I cannot attend...have to work my 2nd job today.,"sadly, cannot attend, have to work my 2nd job",0
1361,sometimes i overlook my beloved **** stars are actual individuals too. prepared orange chicken yesterday and slashed his finger off! melancholy!,"overlook, slashed his finger off, melancholy",0
1362,Miss the most recent iteration on Glade on Debian...,"Miss the most recent iteration, Glade on Debian",0
1363,"i`ve been unwell for the previous few days  so, my hair seems strange.  if i lacked a cap on it would look... http://tinyurl.com/mnf4kw.","unwell, seems strange",0
1364, Bummer yo. I`m commencing finals prematurely...so I presume I`ll catch sight of you during the latter part of June then..,"commencing finals prematurely, presume, catch sight of",0
1365," Link: http://twitpic.com/675tw - Box B - she is upset because she couldn't make it and now she's, well, square (crocheted bee with poly fiber ....","upset, couldn't make it, square",0
1366,I somehow long for you.. I`m starting finals too early...so I guess I'll see you in late June then..,"long for, starting finals too early, see you in late June",0
1367,Practically my entire body is on fire... I'm unable to lean down or execute any abrupt gestures with my arms.,"entire body is on fire, unable to lean down, execute any abrupt gestures",0
1368,Ugh..idiotic internet connection spoiled a fantastic scrabble match.,"idiotic internet connection, spoiled, fantastic",0
1369," no I won't sweetheart I got furious years to go , why am I insane?","won't, furious, years to go, insane",0
1370,getting my hair cut todayyyy! i`m jittery. my hair cut todayyyy! i`m jittery.,"getting my hair cut todayyyy, jittery",0
1371,"Caspar is a lazy attention-seeking individual compared to Socksy, who is plucky and independent.","lazy, attention-seeking, lazy attention-seeking",0
1372,"it`s `s birthday today, desire her a good one jerks! Drowsy. ","birthday today, desire her a good one jerks, Drowsy",0
1373,had my inaugural day at work and i'm not thrilled about the layout of the place and the location of everything.. oh well it's a job.,"inaugural day, not thrilled, layout of the place, not thrilled about the layout, location of everything",0
1374," we`ll return on Sunday to participate @ the horse, I was absent yesterday at mex you were not miss you.","return on Sunday, absent yesterday, miss you",0
1375,Stupid idiot who drove through a stop sign and nearly caused a collision with me and my vehicle!.,"Stupid idiot, drove through a stop sign, nearly caused a collision with me and my vehicle",0
1376,Cars been left for maintenance and mot taking the train back! Dislike public transportation!!,"left for maintenance, taking the train back, Dislike public transportation, Dislike public transportation",0
1377, So I'm in big trouble. text is a paraphrase of the given REFERENCE.,big trouble,0
1378, Shucks! Apologies! Occasionally I get engrossed in FB and overlook to verify how you doin`?.,"Apologies, get engrossed, overlook, how you doin`?,",0
1379,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me.,"new modem, slower, gah slow internet kills me",0
1380," attempting to create a fusion. i understand, i fail at them but there`s no harm in attempting.. text is a rephrasing of the provided REFERENCE.","fail at them, attempting, no harm, fail at them",0
1381,I will irritatingly tweet at you the next day.,irritatingly tweet at you,0
1382,Not a content individual not having a pleasant day whatsoever....,"Not a content individual, not having a pleasant day, whatsoever",0
1383, need a camera blower.. my camera censor is dirteeh...,"need a camera blower, camera censor is dirteeh",0
1384, I have unpleasant news... I must head out to walk the dog--they`re displeased with me!.,"unpleasant news, head out, walk the dog, displeased with me",0
1385,"That`s unfavorable, regrettable to hear that, where did he leave it?.","unfavorable, regrettable, leave it",0
1386, and it never arrived. have to wait until Monday now.,"never arrived, wait until Monday",0
1387, So unfortunate to learn about your mother! that truly sucks.,"unfortunate to learn about your mother, truly sucks",0
1388," Finally resting for a while, I'm experiencing a severe headache.","resting, severe headache",0
1389,"While gazing at spreadsheets for an extended period, my vision is becoming blurry....","gazing, extended period, vision is becoming blurry",0
1390,lost some money at work....nt pleased at the moment    --SLOANSTER--,"lost some money, pleased, the moment",0
1391, It`s a fabrication just like the diner called 'Garfields'... he is nowhere to show up.,"fabrication, nowhere to show up",0
1392,not having a good day..one bad thing after another.,"not having a good day, one bad thing after another",0
1393,"After surviving six days without any mishap at home, my father abruptly whisked me away to an unfamiliar location and failed to allow me any time after breakfast.","mishap, abruptly whisked me away, unfamiliar location, failed to allow me any time",0
1394,if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol.,"watch the hills in london, realise what tourture it is, weeks and weeks late, watch itonlinelol",0
1395,severe migraine  heading to catch terminator later!.,"severe migraine, heading, catch terminator, later",0
1396,John insisting on me wearing a mask and gloves at the workplace because I'm unwell. Claims he fears contracting swine flu.,"insisting on me wearing a mask and gloves, unwell, fears contracting swine flu",0
1397,you should see the Morning Rush Forum`s shoutbox. Overheat due to campaign! Flying skirts!!!,"Overheat due to campaign, Flying skirts",0
1398," Being so negligent with her singing.. and so reckless with her voice., selected_text: negligent with her singing, reckless with her voice, sentiment: negative",,0
1399,oh dear.. u serious? so how does one prevent bites?? I`m so itchy its distracting while editing.. *sigh*,"preventing bites, so itchy, distracting while editing",0
1400,Date Like A Man To Avoid Being Used Like A Fool.,Avoid Being Used Like A Fool,0
1401, apologies mo. we believed that you need to labor the next day we proceed to the gambling den collectively additionally :?,"apologies, believed that you need to labor the next day, gambling den",0
1402,Absolutely no In `n` Out and a LOST binge after a lengthy workday..,"Absolutely no In `n` Out, LOST binge, lengthy workday",0
1403," I'll be missing the Lakers game tomorrow because of work. Please keep me updated. Lakers, baby Lakers!!","missing the Lakers game, work",0
1404, Linda ~ What is the intention behind your latest update?? It's not sounding positive.,"intention, latest update, not sounding positive",0
1405,Stupid Twitter - at present I`m unknown ....,"Stupid Twitter, unknown",0
1406, aw you can't divulge the mystery to me!,"aw, can't divulge the mystery, sentiment: negative",0
1407,This week has dragged a bit for me as well I must compose an article about the ocean then I'm attending eddie izzard show later x.,"dragged a bit, compose an article about the ocean, attending eddie izzard show, negative sentiment",0
1408," I'd rather remain ignorant as to the reasons behind your knowledge of VHEMT, but please stay - your absence would be felt.","remain ignorant, knowledge of VHEMT, please stay, absence would be felt",0
1409,Just completed viewing the series comeback of the Chasers War on Everything - rather unsatisfactory compared to its former glory.,"completed viewing the series comeback, unsatisfactory, former glory",0
1410,almost got in a massive car crash on the 101.,almost got in a massive car crash,0
1411, I'm clueless when it comes to saying goodbye-brokeback mountain.,"clueless, saying goodbye",0
1412,i woke him up in the end. Got bored.,"woke him up, got bored",0
1413, I feel like a piece of trash!  See: http://bbltwt.com/nqgp3,feel like a piece of trash,0
1414,31 degree centigrade is significantly warmer than 30 degree centigrade.,significantly warmer,0
1415, Im not bannished... but I am at work till 6.,"not bannished, at work till 6",0
1416, What's the deal? How come? What's happening?.,"deal, How come, happening",0
1417,Bye bye edinburgh  i don`t want to leave.,don`t want to leave,0
1418,It`s excessively warm to be sitting in an office!  I desire to be outside in the sunshineeeeee..,"excessively warm, sitting in an office, desire to be outside",0
1419,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!.","Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with, worst of all, No one to play with",0
1420,"gonna have to consume something, I feel so dreadful.  I require a embrace!","consume something, dreadful, require a embrace",0
1421,In bed following a satisfying final Saturday in ec. I will long for this location but am eager for summer to arrive.,"satisfying, long for this location, eager for summer to arrive",0
1422,I skipped my gym session today and I feel awful.,"skipped my gym session, feel awful",0
1423,"To my astonishment, I found myself utilizing my credit card in the early hours of the morning to engage in significant online betting. There was just one issue: it wasn`t my doing.","astonishment, found myself, utilizing my credit card, early hours of the morning, engage in significant online betting, just one issue, wasn`t my doing",0
1424, Yucky! Today marked the final match of our soccer season...tryouts commence on Friday.,"Yucky, final match of our soccer season, tryouts commence on Friday",0
1425,Just arose contemplating how odd it is w/out our canine.,"arose, contemplating, odd, w/out our canine",0
1426,"Sick. Feel like jello, can`t talk, and delirious.","Sick, feel like jello, can`t talk, delirious",0
1427, Major Fail. Since you asked. text is a rephrase of the provided REFERENCE. Sentiment of text must be negative. Do not modify the style of the REFERENCE. Do not include additional information. Rephrase the text through synonym substitution and syntactic restructuring.,"Major Fail, Since you asked, Sentiment of text must be negative, Do not modify the style of the REFERENCE, Rephrase the text through synonym substitution and syntactic restructuring.",0
1428,Cant believe there had been nice weather all day and I was stuck in doors all day.,"Cant believe, nice weather, stuck in doors",0
1429,"bummer, bro, sorry to hear that","bummer, bro, sorry to hear that",0
1430,Too impoverished for cigarettes.,"impoverished, cigarettes",0
1431,I know it`s merely an ankle strain. It`s a recurring harm for me.,"merely an ankle strain, recurring harm",0
1432,_sounds bicycle? Sucks i cant ride with you.,Sucks i cant ride,0
1433,oops. Cy`s place is too near. Trouble for me.,"oops, too near, Trouble for me",0
1434,"Was intended to participate in cricket but unable to secure a ride, hence, I am now trapped at home watching the Apprentice on a delightful day.","unable to secure a ride, trapped at home",0
1435,will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly.,"need to concentrate, heh",0
1436, Struggling to use hulu. Any reports of issues for Windows Vista users?,Struggling to use,0
1437,bored. tired got headache.,"bored, tired, got headache.",0
1438,I came home thinking that perhaps there was something delicious to eat. Apparently I was wrong.,"delicious, wrong",0
1439,_nk Wouldn't label that as cool or risky. I believe it falls under the foolish classification.,"Wouldn't label as cool, risky, falls under foolish classification",0
1440, Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.).,Spilled a whole cup of hot chocolate,0
1441, Sob! I can't believe I'm wrapping up my work week at the section about the actions of Augusten Burrough's father towards Ernie the guinea pig!,"can't believe, wrapping up, actions towards, negative",0
1442,Webcams Hoepfner Burgfest in #Karlsruhe: Automatic reload #fail http://bit.ly/Vdtvf.,Automatic reload fail,0
1443,my puppy is unwell. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative.,unwell,0
1444," oh no, you`re gonna have to end your relationship with your delivery person when you relocate.","oh no, end relationship, relocate",0
1445, I`m regretful you`re experiencing a rough day - neither am I though  Are you laboring tonight??,"regretful, rough day, laboring",0
1446, Can I find the SYTYCD episode for tonight online...available for streaming like Hulu or for purchase like iTunes. I missed my favorite judge and now I'm restless.,"missed, restless",0
1447,is exhausted and on the verge of heading to bed. night everyone.,"exhausted, verge of heading to bed",0
1448,"God, I DETEST frightening films. They are absolutely not. I`m such a chicken-hearted..","DETEST, frightening, absolutely not, chicken-hearted",0
1449,dam it keeps raining on me.,"dam, keeps raining, me",0
1450,no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something.,"dont really mean anything, good old top of the pops, sat or friday",0
1451, britain is ****.,britain is ****,0
1452,it thundered extremely loudly at my workplace and this young boy began sobbing  I felt like crying as well...I despise storms! wah.,"thundered extremely loudly, workplace, young boy, sobbing, despise storms",0
1453,Very awful stuff.......I must cease pondering!,"awful stuff, must cease pondering",0
1454, awww it's unfortunate I won't be present - I would consider the idea of participating.,"unfortunate, won't be present, consider the idea of participating",0
1455," well, I accepted it in the early 2000s, graduated in '01. we were the last phase experimental subjects  it truly is a pointless activity.","accepted it, early 2000s, last phase experimental subjects, pointless activity",0
1456, GREETINGS!!!! i`ve yearned for you  only dispirited....how about u?,"yearned for you, dispirited",0
1457,School has finally ended and I feel down  I'll miss my teachers. Farewell Mrs R. and Mr. Collister.,"finally ended, feel down, miss my teachers, Farewell Mrs R. and Mr. Collister",0
1458,Nothing like arriving at the workplace and discovering you need to take on additional shifts this week... seems like yet another 40 hour work week..,"arriving at the workplace, discovering you need to take on additional shifts, another 40 hour work week",0
1459,tripping through tiredness is nottt nice.,"tripping through tiredness, not nice",0
1460,Can`t believe this ****! I`ve wasted 30 minutes for a snickers ice cream... Feels like no one makes them anymore!,"wasted 30 minutes, no one makes them",0
1461, Can`t believe this ****! I`ve wasted 30 minutes for a snickers ice cream... Feels like no one makes them anymore!_y_Tony and didn`t bring me any????  You suck.,"wasted 30 minutes, no one makes them, You suck",0
1462,Is departing from Utah today  Super Sad Face.,"departing from Utah, Super Sad Face",0
1463," I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed.","rant about mcfly, cant believe i did that, feel ashamed",0
1464,Can`t stop coughing.,stop coughing,0
1465,FINALLY...the web is working. The server is malfunctioning in Phoenix and it was **** up.,"server is malfunctioning, **** up",0
1466,So infuriated I overlooked Mitch Benn @ Lemon Tree. **** you What`s On!,"infuriated, overlooked, **** you",0
1467, I WANT RED CRUISERS!! i don't prefer the alternative ones. LMFAO!,don't prefer,0
1468, Me at Forever 21 Ethan couldn`t be present. Ethan couldn`t show up.,"couldn`t be present, couldn`t show up",0
1469,Hungry! No food for me to grab.,"Hungry, No food, grab",0
1470,"I believe my bike and I just startled a janitor, who wouldn't have allowed me inside the premises if I hadn't used a key to let myself in.","startled, wouldn't have allowed, inside the premises, hadn't used",0
1471,What am I accomplishing right now? http://twitpic.com/4jmeh Oh yeah. Apple Juice I`m such a rebel!.,"accomplishing, rebel",0
1472,_Forward Poor expired Josh. http://bit.ly/JKpHn Please drop your condolences there. #boy #rip ||| That`s unfortunate..,"expired, unfortunate",0
1473,Doing laundry...i long for my cooking crew.,"laundry, long for, cooking crew",0
1474,sitting in amazement that the cost to extend my laptops warranty has increased twofold in just a few weeks.,"amazement, cost, increased twofold",0
1475,apologies were not made to witness you. ,"apologies, not made, witness",0
1476,thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool.,"crazy, full schedule, travelling with his daughter, Not. Cool",0
1477,Really anxious concerning my animal rights presentation next period.,"anxious, animal rights presentation, negative",0
1478," Apologies for the unfortunate news, my thoughts are with you. He is beyond the ****s reach now. My condolences to you and your family.","Apologies, unfortunate news, beyond the ****s reach, condolences, family",0
1479, that groan doesn't appear pleased..,"groan, pleased",0
1480,in a bad mood now - irritating when it's bright. ,"bad mood, irritating, bright",0
1481,I missed the chance to engage in laser tag with my closest friends! *my former self is no more*.,"missed the chance, engage in laser tag, closest friends, former self is no more",0
1482,"Feeling the absence of hockey already. Heading out for an evening in Dtn Naperville. The anticipation for the day off tomorrow is killing me, I'm stuck working on Sunday..","absence of hockey, anticipation, killing me, stuck working",0
1483, $4 lonestar pitchers at ? If only I wasn`t still recuperating from last weekend`s bout of irresponsible gluten consumption.,"$4 lonestar pitchers, recuperating, last weekend`s bout, irresponsible gluten consumption",0
1484,At my practice...gonna miss the match  please keep me informed! Go Nuggets!,"gonna miss the match, please keep me informed",0
1485,is allergic to you...Oh NO!,"allergic to you, Oh NO!",0
1486," haha.. yes, i`m jealous! i don`t have money to do all that!","jealous, don`t have money",0
1487,another build failed! something is not right in the grand plan of affairs!,"build failed, not right, grand plan of affairs",0
1488, useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,"useless tweet, LOL jk yay, coming tmr, how long, gnna be in phils",0
1489,_TRUESDALE lol! you a disaster. I will be in Atlanta in a couple of weeks.,"disaster, be in Atlanta",0
1490,another david hughes on your list? I`m hurt   ftw!,hurt,0
1491, The party must be rescheduled to the following weekend ..foolish weather..,"rescheduled, foolish weather",0
1492,New image isn't functioning properly. text,isn't functioning properly,0
1493,Facebook.com isint allowing me to alter my profile photo.,isint allowing me to alter my profile photo,0
1494,****! tying run is on 2nd! let's detain em' Raiders!,detain,0
1495,ugh. I totally can`t sleep..,can't sleep,0
1496,Show 147 in pre-pre production ....... a bit behind.,a bit behind,0
1497,UBER SICK MIX with iced coffee and vanilla ice cream is not good at all.,not good at all,0
1498,rented bicycles + unfamiliar path with random obstacles + steep inclines + children = one battered little girl. Not a great day on the B family trip..,unfamiliar path with random obstacles + steep inclines + one battered little girl. Not a great day,0
1499,"I am the epitome of colossal disaster, just you know, more catastrophic than mishap..","colossal disaster, more catastrophic than mishap",0
1500,"Wow, somewhat troubled that Jon is engaging in deposits currently. Evidently, he continues to receive **** out of instances, but deposits pose a significant challenge for me.","somewhat troubled, continues to receive **** out of instances, deposits pose a significant challenge",0
1501,Choked on her retainers.,Choked on her retainers,0
1502,"Panda express, it has been an eternity. I long for your presence. It's been too long.","eternity, long for your presence, been too long",0
1503,Bella doesn`t adore me anymore. I'm neglected. It's a saddening realization.,"adore me anymore, neglected, saddening realization",0
1504,listening through the Mendeed discog once more. I continue to believe their disbanding is a tragedy. #metal,"Mendeed discog once more, disbanding is a tragedy",0
1505," Regrettably, it`s the Ford Focus Titanium, the helicopter add-on is only available with the high-end luxury models unfortunately.","Regrettably, the helicopter add-on is only available with the high-end luxury models unfortunately",0
1506, I`m immensely envious at this moment!!.,immensely envious,0
1507, how come u all don`t appear very enthusiastic about performing in DC???,"don`t appear very enthusiastic, performing in DC",0
1508," i hope so, captured the pit/was game to discover it didnt record... fortunate it wasn`t the leafs, i woulda lost it by now.","captured the pit/was game to discover it didnt record, fortunate it wasn't the leafs, woulda lost it",0
1509,Got my hair cut. Great. stupid gum..,"Got my hair cut, stupid gum",0
1510, I sliced my thumb on a shattered coffee pot..,"sliced my thumb, shattered coffee pot",0
1511, Completely exhausted and my shift starts at 5pm #fb.,"Completely exhausted, my shift starts at 5pm",0
1512,Been toiling away on my darn computer attempting to salvage data on a hard drive and it appears I flopped terribly..,"Been toiling away, darn computer, attempting to salvage data, flopped terribly",0
1513,I nearly misplaced you once more device  foolish indy.,"nearly misplaced, device, foolish indy",0
1514,This shall be the most dreadful day ever....graduation.,"most dreadful day, graduation",0
1515, You`re just envious! Predict you`ll be strolling around the workplace tomorrow in your Malo!,"envious, strolling around the workplace, Malo",0
1516,Regretting some of the choices I made.,"Regretting some, choices I made",0
1517,now i'm conscious i can't return to slumber.,"conscious, can't return, slumber",0
1518, yaaay for u cleansing ur chamber. I greeted u the other time & u didn't respond to me. ,"cleansing ur chamber, didn't respond",0
1519,"my intellect is about to burst, a minute from now ) it is filled with figures @-) this must be the cliiimb. :-j i`m ascending the: mt. figures..","about to burst, filled with figures, must be the cliiimb, ascending, mt. figures",0
1520,OMG... I recently discovered that the young girl who portrayed Ducky in the initial Land Before Time film was tragically killed at 10. WTF?,"recently discovered, young girl, tragically killed",0
1521,pmg im very upset no just relasie hugh laurie isnt on **** ohh.,"very upset, hugh laurie isnt on",0
1522,_breannarose damn idk whether andy can assist you. ,"damn, idk, can assist",0
1523,Oooh the hangover.,Oooh the hangover,0
1524,Maybe you will secure the sculpture and beatification you are pursuing. A win-win situation for everyone. Cannot be a casualty like your kind.,"secure the sculpture, beatification, pursuing, win-win situation, cannot be a casualty",0
1525,Boy is attending a film. I wish I didn't feel terrible..,I wish I didn't feel terrible,0
1526,"Took calculus exam today, I believe I performed satisfactorily. Unfortunately, I made an error in one derivative identity which I will not repeat. text is a paraphrase of the given REFERENCE.","made an error, error in one derivative identity, will not repeat",0
1527, I haven't conversed with you since the final day of school! That's unjust..,"haven't conversed, final day of school, unjust",0
1528,big sis relocated today it's going to feel strange without her! X.,"relocated, feel strange, without her",0
1529,"It's the end of the week and the sun is radiating warmth early on, Recently strolled with the pup, He is excessively excitable and energetic.","the end of the week, radiating warmth, excessively excitable, energetic",0
1530,At home currently. Feeling extremely exhausted. I desire to rest but I am unable to do so..,"Feeling extremely exhausted, I desire to rest, unable to do so",0
1531,"es imposible despreciar starbucks. text is a paraphrase of the given REFERENCE., selected_text: es imposible despreciar, sentiment: negative",,0
1532," i struggled greatly with `sp` words as a kid, would omit the `s` pider, pade etc, required tutoring. unpleasant memories.","struggled greatly, omit the, required tutoring, unpleasant memories",0
1533,() Note to self: never ever leave the MacBook Pro on the stupid iCurve. It toppled off..,never ever leave,0
1534,Poltergeist! In my house. text is a paraphrase of the given REFERENCE.,"Poltergeist, in my house",0
1535,The latest revamped cricinfo : http://tinyurl.com/mxlcuv I despise alteration.,"revamped cricinfo, despise alteration",0
1536," Apologies for the delay, I depart in half an hour. Can we reschedule...for tomorrow?","Apologies for the delay, Can we reschedule",0
1537, Apologies Ali. text is a paraphrase of the given REFERENCE.,Apologies Ali.,0
1538,appears to have vanished from my existence. text is a rephrasing of the provided REFERENCE.,vanished from my existence,0
1539, Your such a riot!! You go girl!!,"Your such a riot, You go girl",0
1540, if she perceives that she will shed tears! haha. text is a paraphrase of the provided REFERENCE.,if she perceives that she will shed tears!,0
1541, haha IE...it`s costly!!!! Hm...let me contact you later.,costly,0
1542,No way! Unfortunate SE. text is a rephrasing of the given REFERENCE. Sentiment of text must be negative.,No way! Unfortunate SE,0
1543, Frustrated. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative.,Frustrated,0
1544,Yao...broken foot...so much for that series  Denver`s next.,"broken foot, so much for that series, Denver`s next",0
1545," Is there a method I can rest for the following 8 or 9 days? That path when I arise, she`ll have come back & I wouldn`t have overlooked her SO MUCH!",method I can rest for the following 8 or 9 days?,0
1546,Just took $10 off an individual who believes he can deceive three times consecutively and escape with it. Now returning to demonstrating how terrible my work is.,deceive three times consecutively,0
1547,"ssshhh everybody, I believe  is sleeping... do not bother him..",believing  is sleeping... do not bother,0
1548, bye selena!!! too bad i didnt get to talk to u while u were here.,too bad i didnt get to talk to u while u were here,0
1549,"Watching the Broncos vs Chiefs 1994, Montana vs Elway on NFL Network. I still have nightmares about this game FU KC!",nightmares about this game,0
1550, i tried and I don't believe you're able to cast your ballot anymore! text is a paraphrase of the given REFERENCE.,don't believe you're able to cast your ballot anymore,0
